cgpa,internships,projects,workshops_certifications,aptitude_test_score,soft_skills_rating,extra_curricular_activities,placement_training,ssc_marks,hsc_marks,n_job_applications,personality_type,placement_status,student_id
7.7,2,3,0,87,4.4,Yes,Yes,78,82,23,2,0,1047
7.3,1,2,1,70,4.0,No,No,55,73,3,2,0,3059
7.7,2,3,2,86,4.6,Yes,Yes,61,84,21,2,1,3401
8.3,1,2,2,78,4.8,Yes,Yes,77,82,26,2,0,4065
7.5,1,2,0,65,4.7,No,Yes,63,69,6,2,0,1766
6.7,1,1,0,78,3.1,No,Yes,74,58,7,2,0,744
7.5,1,2,0,86,3.8,No,No,55,68,24,2,0,223
7.5,2,1,1,65,4.0,No,Yes,56,62,23,2,0,2392
7.1,1,2,1,73,4.3,No,Yes,59,69,9,2,0,626
6.5,1,1,0,67,3.9,No,No,58,74,7,2,0,3488
6.6,1,1,1,60,3.9,No,Yes,56,58,23,2,0,5101
8.1,2,3,2,87,3.9,Yes,Yes,57,77,30,2,0,5152
7.6,0,1,0,90,4.1,No,Yes,77,79,27,1,0,4871
6.5,1,1,0,77,3.9,Yes,No,67,71,25,2,0,2681
8.5,2,3,2,90,4.8,Yes,Yes,83,86,18,3,1,7889
7.8,1,2,1,73,4.0,Yes,Yes,55,87,18,2,0,6992
7.3,0,1,0,78,4.2,Yes,Yes,60,66,12,1,0,1316
7.7,0,1,0,79,4.0,No,Yes,59,59,25,1,0,5096
8.1,2,2,2,90,4.6,No,No,88,79,7,2,0,3018
8.5,2,3,0,90,3.8,Yes,Yes,87,84,6,3,1,8645
8.4,2,1,2,90,4.8,Yes,Yes,79,83,19,3,1,3661
7.4,1,2,0,72,4.3,No,Yes,55,62,3,2,0,354
8.0,0,1,1,86,4.0,No,Yes,55,74,24,1,0,7077
7.4,1,3,0,76,4.4,Yes,Yes,58,71,27,2,0,457
8.0,0,3,2,90,4.1,Yes,Yes,59,86,25,1,0,7333
7.8,1,2,2,90,4.8,Yes,Yes,74,84,19,4,1,3885
6.7,0,1,1,71,4.7,No,Yes,76,70,22,1,0,240
6.5,0,2,1,71,3.8,No,Yes,55,72,23,1,0,9319
8.3,0,3,0,86,4.3,Yes,No,56,65,26,1,0,7353
7.7,1,1,0,69,4.4,No,No,59,66,28,2,0,7595
6.5,1,1,1,76,4.3,Yes,No,60,63,10,2,0,9100
6.5,1,1,0,70,4.2,No,Yes,63,72,21,2,0,2754
7.7,1,3,3,90,4.8,Yes,Yes,82,73,15,2,0,6897
8.5,2,3,2,90,4.8,Yes,Yes,82,87,19,3,1,5900
7.9,0,3,2,90,4.5,Yes,No,79,88,6,4,1,6919
8.1,2,3,1,88,4.2,Yes,Yes,74,84,20,3,1,3796
8.4,0,3,0,84,4.8,Yes,Yes,77,84,4,4,1,1019
7.3,1,1,1,71,3.8,No,Yes,57,57,13,2,0,6805
7.7,0,2,0,72,3.6,No,Yes,55,66,27,1,0,6441
8.0,2,1,2,88,3.8,Yes,No,82,82,26,2,0,5565
8.8,2,2,2,90,4.7,Yes,No,71,79,30,3,1,9355
7.4,1,1,1,80,4.5,No,Yes,57,77,14,2,0,1104
8.3,2,3,2,77,4.0,Yes,Yes,55,70,24,2,0,4395
7.5,2,3,0,84,4.5,Yes,Yes,71,68,14,2,0,7454
7.8,0,1,0,64,3.9,No,No,64,61,20,1,0,2056
7.8,2,2,2,81,4.5,Yes,Yes,85,57,9,2,1,7913
7.4,0,1,1,80,4.2,No,No,55,69,7,1,0,7783
7.4,1,3,2,70,4.7,Yes,Yes,74,86,8,2,0,1852
6.5,0,3,0,72,4.1,No,Yes,70,64,16,1,0,2875
8.8,2,3,2,90,4.8,Yes,Yes,70,86,10,3,1,9411
8.3,2,3,2,90,4.8,Yes,Yes,85,88,30,3,1,9766
8.2,0,3,1,89,4.8,Yes,No,76,78,22,4,1,9426
7.4,1,2,1,66,4.5,No,No,58,71,24,2,0,4072
8.1,2,3,2,90,4.7,Yes,Yes,81,83,19,3,1,1635
8.2,2,1,2,90,4.8,Yes,No,73,70,21,2,0,3567
8.4,2,3,2,86,4.2,Yes,Yes,81,68,22,3,1,9534
8.4,2,3,0,74,3.6,Yes,Yes,64,69,21,2,0,1384
6.5,2,2,0,83,4.1,Yes,Yes,57,81,30,2,0,9609
7.7,0,2,1,72,4.4,No,Yes,58,66,30,1,0,2751
6.6,1,1,0,77,4.5,No,No,62,70,25,2,0,218
7.9,1,3,2,87,4.8,Yes,Yes,82,88,19,4,1,7521
7.44,2,1,2,87,3.61,No,No,69,71,21,2,0,10148
8.2,2,3,2,88,4.8,Yes,Yes,79,86,29,3,1,8586
8.5,2,2,2,80,4.8,Yes,Yes,75,88,12,3,1,1035
7.2,1,2,1,80,4.1,No,Yes,58,68,16,2,0,9786
6.8,1,1,0,60,3.5,No,Yes,55,57,25,2,0,7264
8.2,2,3,2,90,4.5,Yes,Yes,74,81,8,3,1,4455
7.6,1,3,0,90,4.8,Yes,Yes,68,87,23,4,1,9703
7.7,1,2,2,75,4.7,Yes,Yes,79,80,4,2,0,1892
8.3,2,3,0,79,4.5,Yes,No,59,85,15,2,0,907
8.3,2,2,0,81,4.7,Yes,Yes,78,86,17,2,0,7593
7.8,1,1,1,78,4.2,No,No,55,72,7,2,0,6496
7.1,0,1,1,69,3.7,Yes,No,61,66,5,1,0,6028
7.5,1,1,0,75,4.1,Yes,Yes,83,57,16,2,0,8223
6.6,0,1,0,74,3.9,No,Yes,63,63,29,1,0,8053
6.5,1,1,0,80,3.8,No,Yes,64,69,3,2,0,8052
8.3,1,3,2,90,4.3,Yes,Yes,80,84,22,4,1,4774
7.6,1,1,0,79,4.0,No,Yes,62,69,19,2,0,4484
6.7,1,1,0,78,3.7,No,Yes,77,83,25,2,0,6649
6.5,1,1,1,81,4.7,No,Yes,62,63,19,2,0,5664
8.2,2,3,2,90,4.8,Yes,Yes,85,81,11,3,1,4285
7.3,0,1,0,81,4.2,No,Yes,59,60,20,1,0,2702
7.6,1,3,0,82,3.8,Yes,Yes,78,65,25,2,0,2920
8.3,2,3,2,90,4.6,Yes,Yes,70,84,8,3,1,3264
6.6,1,1,1,75,3.6,No,No,61,72,20,4,1,853
7.6,1,1,0,71,3.9,No,Yes,55,60,5,2,0,3943
7.5,0,2,0,90,4.8,No,Yes,55,79,13,1,0,2465
6.8,1,1,0,71,4.4,No,No,60,68,14,2,0,7867
7.6,1,0,0,84,4.8,Yes,Yes,60,69,15,4,1,3974
8.5,1,3,0,90,4.8,Yes,Yes,78,82,13,4,1,9591
7.4,2,1,1,78,4.3,No,No,55,68,23,2,0,5138
8.3,1,1,0,90,4.3,Yes,Yes,77,80,13,2,0,7342
8.5,2,3,2,85,4.4,Yes,Yes,74,83,16,2,0,3382
6.7,1,1,0,90,4.3,No,No,80,82,9,4,1,6359
8.6,2,3,2,82,4.4,Yes,Yes,64,83,7,3,1,8754
8.4,1,3,2,90,4.8,Yes,Yes,72,85,11,4,1,1808
8.3,1,1,2,81,4.6,Yes,No,59,85,22,2,0,748
6.6,0,2,0,68,3.8,No,No,66,70,17,1,0,7877
6.6,1,1,1,81,4.0,No,No,73,72,20,2,0,348
8.0,2,1,2,89,4.8,Yes,No,85,88,29,2,0,3617
8.3,1,3,2,74,4.4,Yes,Yes,82,82,11,4,1,3083
6.6,1,3,0,62,3.8,Yes,Yes,57,72,7,2,0,8020
8.3,2,2,2,85,4.8,Yes,Yes,76,88,22,3,1,7236
8.1,2,3,2,90,3.7,Yes,Yes,78,77,16,3,1,2010
7.6,1,1,0,74,3.8,No,Yes,61,66,20,2,0,3892
7.9,1,2,2,83,4.5,Yes,No,69,87,19,4,1,3007
8.8,2,3,2,90,4.6,Yes,Yes,85,83,18,3,1,3064
7.4,1,1,0,75,4.3,No,No,55,61,30,2,0,1524
7.5,1,2,2,87,3.9,Yes,Yes,81,70,6,2,0,8891
7.4,0,2,1,71,4.7,No,Yes,79,67,30,1,0,8640
8.7,0,3,1,90,4.6,Yes,Yes,89,83,4,4,1,9289
8.3,1,3,1,83,4.8,Yes,No,65,80,19,2,0,5029
8.0,1,1,0,79,3.8,No,No,55,66,12,2,0,6902
7.4,1,3,1,81,4.7,No,Yes,69,74,28,2,0,3689
7.5,0,1,0,72,4.3,No,Yes,56,66,3,1,0,4984
7.6,1,1,0,70,3.5,No,No,63,62,9,2,0,764
7.6,1,1,1,85,4.1,No,Yes,85,70,6,2,0,2389
8.3,2,3,1,83,4.5,Yes,Yes,60,63,5,3,1,6752
8.6,1,3,2,82,4.8,Yes,Yes,90,85,12,4,1,9026
7.2,1,1,0,76,3.5,No,Yes,57,65,25,2,0,1836
8.3,2,3,2,90,4.7,Yes,Yes,80,83,30,3,1,8026
6.9,1,3,2,86,4.4,Yes,Yes,79,70,16,4,1,1223
7.5,1,1,2,68,3.7,Yes,Yes,57,70,18,2,0,6487
7.7,0,3,1,85,4.3,Yes,Yes,77,65,11,4,1,5376
8.28,2,2,2,82,4.5,No,No,78,84,7,2,0,10028
7.5,1,1,1,76,4.5,Yes,No,59,59,16,2,0,1792
8.3,1,3,1,87,4.5,Yes,No,70,82,17,2,0,8638
8.2,1,2,2,82,4.3,Yes,Yes,59,72,8,2,0,9969
7.8,1,3,2,80,3.4,Yes,No,55,67,13,2,0,8863
8.6,2,2,1,74,4.0,No,No,59,63,4,2,0,2836
7.7,2,3,2,78,4.8,Yes,No,82,69,23,2,0,709
6.7,1,2,1,80,4.1,No,No,63,59,27,2,0,510
8.3,0,3,2,83,4.3,Yes,Yes,76,84,12,4,1,8035
7.4,1,3,2,90,4.0,Yes,Yes,71,83,29,4,1,7839
6.8,1,3,2,78,4.5,Yes,Yes,76,85,17,2,0,8391
6.6,0,2,2,84,3.8,No,No,66,67,26,1,0,9644
6.5,1,2,1,79,3.9,No,Yes,57,71,7,2,0,4561
6.8,1,1,0,60,3.7,No,No,64,64,15,2,0,7026
8.2,2,3,0,65,4.3,Yes,Yes,78,83,19,3,1,7709
7.6,1,3,2,90,4.8,Yes,Yes,72,71,17,4,1,7123
8.4,1,3,2,90,4.8,Yes,Yes,72,87,21,4,1,7107
8.5,1,2,2,86,4.6,Yes,Yes,73,75,6,4,1,4316
7.6,2,3,2,90,4.8,Yes,Yes,75,86,6,2,1,4843
8.5,1,3,2,90,4.7,No,Yes,85,84,15,2,0,4133
8.2,2,3,2,85,4.8,Yes,Yes,85,81,17,3,1,4646
6.5,1,2,1,70,3.8,No,No,61,70,5,2,0,712
8.0,2,3,2,90,4.5,Yes,Yes,85,82,27,2,1,7297
8.1,1,1,2,82,4.8,Yes,No,70,78,15,2,0,9313
6.6,1,2,0,61,3.9,No,No,55,61,21,2,0,1617
8.4,0,3,1,90,4.5,Yes,Yes,75,82,4,4,1,4819
7.5,2,1,1,60,3.2,No,Yes,55,67,15,2,0,1373
8.3,1,3,1,87,4.4,Yes,Yes,59,83,9,4,1,3126
7.5,1,1,0,81,4.6,Yes,Yes,60,67,16,2,0,713
7.9,0,1,0,88,4.3,Yes,Yes,73,81,26,1,0,4708
7.2,1,1,1,90,4.5,No,Yes,81,71,14,2,0,1246
7.5,1,1,0,77,4.6,No,No,79,72,6,2,0,9002
8.0,2,3,2,90,4.3,No,Yes,67,86,7,2,1,4405
7.6,0,3,2,82,4.5,No,No,78,64,25,4,1,8778
6.7,1,1,1,66,3.4,No,Yes,59,68,28,2,0,716
6.5,0,1,0,62,3.9,No,No,62,68,25,1,0,1685
7.6,2,3,2,90,4.8,Yes,Yes,81,84,3,2,1,7248
8.2,0,1,1,73,4.5,Yes,No,58,65,21,4,1,1483
7.4,1,2,0,88,4.6,No,Yes,73,66,13,2,0,6875
7.9,2,1,0,77,4.3,Yes,No,77,84,6,2,0,2620
7.6,1,1,0,68,3.6,No,No,56,65,29,2,0,3871
6.9,1,2,2,77,4.2,Yes,Yes,77,86,30,2,0,8981
7.6,1,2,1,83,3.9,Yes,Yes,70,69,14,4,1,2128
7.3,0,1,2,75,4.5,Yes,Yes,73,79,12,4,1,3258
7.4,1,1,0,69,4.4,No,No,57,66,18,2,0,1884
8.6,2,3,2,78,4.8,Yes,Yes,82,81,10,2,0,213
8.2,1,1,1,76,3.5,No,Yes,85,63,24,4,1,3051
7.7,1,1,1,70,4.1,No,No,57,71,20,2,0,4695
7.5,1,1,0,81,4.5,No,Yes,58,76,16,4,1,1011
8.2,0,2,0,85,4.1,Yes,No,57,70,23,1,0,324
8.4,2,3,0,90,4.5,Yes,Yes,87,83,27,3,1,3571
7.6,1,2,0,81,4.5,No,Yes,76,84,16,2,0,1098
7.5,1,1,1,87,4.2,No,Yes,56,67,26,2,0,1563
8.3,0,3,2,78,4.1,Yes,Yes,65,65,16,4,1,3425
8.0,1,2,1,88,3.6,No,Yes,69,69,28,2,0,335
8.3,2,2,2,77,4.0,Yes,Yes,84,81,25,3,1,2698
7.4,0,1,0,65,4.2,No,No,64,67,25,1,0,6217
7.7,1,2,1,81,4.8,Yes,Yes,81,82,11,4,1,2808
7.6,1,1,1,70,4.6,No,Yes,60,72,9,2,0,6821
6.5,1,1,0,76,3.9,No,Yes,57,76,5,2,0,793
7.8,0,1,1,70,3.8,No,Yes,73,73,25,1,0,234
8.0,1,3,2,90,4.3,Yes,Yes,66,85,21,4,1,5844
7.4,1,2,1,71,4.3,Yes,Yes,67,73,11,2,0,2733
7.4,0,1,0,65,3.4,No,No,55,62,10,1,0,5919
7.7,1,2,0,68,3.7,No,Yes,74,71,30,2,0,2514
8.1,1,2,2,83,4.8,Yes,Yes,81,82,22,4,1,7428
6.5,1,1,0,82,4.4,No,No,71,65,27,2,0,5886
8.11,1,2,0,92,4.24,No,No,56,83,30,4,1,10012
8.3,0,2,1,80,3.9,Yes,Yes,57,69,23,1,0,5260
8.5,2,3,1,86,4.5,Yes,Yes,75,81,15,3,1,8103
7.4,1,1,1,71,3.3,No,No,55,62,22,2,0,6444
7.7,2,3,1,90,4.8,Yes,Yes,80,87,4,2,0,9225
8.4,2,1,0,90,4.4,Yes,Yes,72,82,30,3,1,9687
8.4,2,3,2,90,4.8,Yes,Yes,76,88,28,3,1,5171
6.6,1,1,0,72,3.9,No,Yes,60,69,9,2,0,775
6.5,1,1,1,70,3.9,No,No,55,62,22,2,0,1495
7.0,1,1,0,60,3.3,No,Yes,55,66,4,2,0,1598
7.5,1,1,0,74,4.2,No,No,62,68,25,2,0,872
8.2,1,1,1,78,3.6,No,Yes,60,69,29,2,0,5172
8.5,1,2,2,78,4.8,Yes,Yes,57,70,30,2,0,1264
8.1,1,3,0,88,4.5,Yes,Yes,78,83,13,4,1,5283
7.7,1,1,1,67,3.0,No,No,55,67,24,2,0,4150
6.5,1,1,0,72,4.0,No,No,64,71,29,2,0,7202
8.0,0,1,0,79,3.4,No,Yes,80,74,14,1,0,4157
8.7,2,3,2,90,4.8,Yes,Yes,82,84,16,3,1,2108
8.3,1,2,0,74,4.7,Yes,Yes,88,65,20,4,1,1221
6.5,1,1,0,74,3.9,Yes,Yes,55,72,28,2,0,7172
8.5,2,3,2,84,4.6,Yes,Yes,74,83,4,3,1,2349
8.6,1,3,2,83,4.4,Yes,Yes,71,83,13,4,1,409
7.7,0,1,0,74,3.8,No,No,63,70,17,1,0,5203
6.7,1,2,0,68,4.6,No,Yes,55,77,25,2,0,4163
8.3,2,3,2,90,4.8,Yes,Yes,82,86,11,3,1,1514
7.5,1,1,1,76,4.0,No,Yes,55,70,20,2,0,8557
8.7,1,3,2,87,4.8,Yes,Yes,69,82,25,4,1,4247
6.5,1,1,0,76,3.8,No,No,55,70,4,2,0,2146
6.9,1,1,0,77,3.4,No,No,60,65,10,2,0,5293
6.5,1,3,1,79,3.5,No,Yes,75,72,17,2,0,4562
8.8,2,3,2,83,4.1,Yes,Yes,73,83,19,3,1,6913
7.7,1,2,0,77,3.9,No,Yes,69,79,4,2,0,7237
8.3,2,3,2,90,4.2,Yes,Yes,71,81,27,3,1,7481
8.1,2,3,2,89,4.8,Yes,No,79,83,10,3,1,3161
7.6,1,2,0,76,4.0,No,No,62,61,9,2,0,5607
6.5,0,2,2,81,4.6,Yes,Yes,79,69,10,4,1,9224
8.0,0,1,2,89,4.7,Yes,Yes,72,84,20,4,1,8531
6.6,1,3,2,89,4.5,Yes,Yes,71,88,11,4,1,5650
7.6,1,1,1,71,4.2,No,No,64,71,7,2,0,8200
7.6,1,3,2,84,4.6,Yes,Yes,67,86,12,4,1,5770
8.0,2,3,2,90,4.8,Yes,Yes,80,88,21,2,1,8748
8.1,0,2,0,81,4.5,Yes,Yes,80,83,30,1,0,5840
6.8,1,1,1,60,3.9,No,No,62,63,16,2,0,3529
6.5,0,3,0,88,4.8,Yes,Yes,85,84,13,4,1,5008
6.8,1,1,0,68,4.2,No,Yes,55,63,20,2,0,7366
8.2,1,2,2,89,4.8,Yes,Yes,83,85,10,4,1,3667
7.8,1,1,1,79,3.8,No,No,55,74,16,4,1,3146
6.7,1,1,1,76,4.6,No,No,65,69,5,2,0,5379
8.4,1,3,0,82,4.5,Yes,Yes,80,64,25,4,1,9628
8.3,2,3,2,90,4.8,Yes,Yes,76,87,11,3,1,1776
9.0,1,3,2,90,4.8,Yes,No,80,88,15,2,0,1499
7.6,0,1,0,65,3.4,No,No,59,72,5,1,0,1480
8.1,2,3,2,87,4.8,No,Yes,76,82,10,2,0,6121
7.17,1,1,1,68,4.31,No,Yes,65,64,18,2,0,10190
8.5,1,3,2,90,4.7,Yes,Yes,75,81,28,4,1,7816
8.1,1,1,0,77,4.4,Yes,No,66,67,28,2,0,6718
8.0,1,3,2,90,4.5,No,Yes,77,76,30,4,1,1663
6.5,0,2,0,78,4.3,Yes,Yes,73,71,24,4,1,3799
7.4,1,2,1,71,4.8,Yes,Yes,55,58,7,2,0,4090
7.5,1,2,1,79,4.4,Yes,No,55,77,7,4,1,4979
6.8,2,1,0,77,4.0,No,No,60,77,8,2,0,8697
6.9,1,1,1,90,3.9,No,No,55,67,6,2,0,5184
7.5,1,2,0,82,3.7,No,No,73,84,9,2,0,3947
8.0,1,1,1,76,3.8,Yes,Yes,62,69,9,2,0,6585
8.2,2,2,1,74,4.5,No,Yes,65,84,21,2,0,746
7.4,0,1,0,63,4.2,No,Yes,58,66,13,1,0,7574
8.4,2,3,2,84,4.5,Yes,Yes,78,78,5,3,1,711
8.2,2,1,2,90,4.8,Yes,Yes,79,68,13,3,1,380
8.4,2,3,2,90,4.7,Yes,Yes,77,84,10,3,1,6385
7.4,1,1,1,70,3.7,No,No,55,68,27,2,0,3128
6.9,1,1,1,84,4.7,Yes,No,55,73,17,2,0,9037
7.2,1,1,0,69,4.1,Yes,No,64,73,21,2,0,7441
8.0,2,3,2,90,4.8,Yes,Yes,83,86,11,2,1,9399
7.9,0,2,0,69,4.1,No,No,55,65,3,1,0,9701
7.3,1,2,1,83,3.2,No,Yes,68,71,22,2,0,8458
7.4,0,1,0,72,4.5,No,Yes,55,75,29,1,0,4662
8.2,2,3,0,87,4.3,Yes,Yes,83,84,6,3,1,4792
8.5,1,3,2,90,4.8,Yes,Yes,82,86,10,4,1,5853
6.5,1,1,0,72,4.0,No,Yes,56,71,27,2,0,6943
7.3,0,3,1,85,4.7,Yes,No,75,79,7,1,0,9607
8.2,1,1,0,71,3.6,Yes,Yes,55,65,3,2,0,5014
7.6,0,3,1,90,4.6,Yes,Yes,80,72,11,4,1,1314
6.7,0,1,0,82,3.8,No,No,67,63,4,1,0,4615
7.6,0,2,1,75,4.7,No,Yes,72,67,7,1,0,9496
7.8,0,1,1,71,3.9,No,No,55,74,14,1,0,4599
7.8,0,1,2,74,4.3,No,Yes,59,84,26,1,0,9049
8.1,1,3,0,75,4.5,No,Yes,71,68,27,4,1,8684
7.4,1,2,1,70,3.8,No,Yes,55,73,12,2,0,1286
7.8,1,1,0,85,4.0,Yes,Yes,59,75,14,2,0,4554
7.5,1,1,3,79,4.5,Yes,No,56,71,22,2,0,6331
7.6,2,2,0,86,4.0,Yes,Yes,55,67,13,2,1,1350
7.8,0,2,0,71,4.4,No,Yes,55,66,14,1,0,9280
6.5,1,2,0,84,4.7,No,Yes,55,60,18,2,0,2690
7.8,2,1,1,78,4.1,Yes,Yes,62,61,9,2,1,7117
8.3,0,3,2,84,4.8,Yes,Yes,80,84,3,4,1,4211
8.9,1,3,2,81,4.8,Yes,No,82,81,18,4,1,428
7.3,1,1,0,84,4.3,No,No,61,74,18,2,0,654
7.5,1,3,3,90,4.8,Yes,No,64,82,16,4,1,8263
7.0,1,1,1,74,4.4,No,Yes,64,61,13,2,0,5578
8.3,1,1,1,72,4.7,Yes,Yes,66,71,16,2,0,8049
8.0,2,2,2,86,4.8,Yes,Yes,84,82,19,2,1,4891
7.7,1,3,0,78,4.4,Yes,No,55,62,22,2,0,5412
8.6,2,3,2,90,4.8,Yes,Yes,76,88,5,3,1,4931
7.4,1,2,0,76,4.4,No,Yes,61,69,20,2,0,8000
7.6,1,1,0,62,3.4,No,No,67,70,28,2,0,7158
6.5,2,3,2,79,3.7,Yes,Yes,57,68,15,2,1,3079
7.4,1,3,1,82,4.4,Yes,No,56,83,15,2,0,6572
7.4,0,3,0,78,4.4,Yes,Yes,70,81,23,4,1,612
8.3,2,1,2,75,3.9,No,No,55,64,10,2,0,7626
6.7,2,2,1,76,3.9,Yes,Yes,55,84,16,2,1,8296
6.5,1,2,0,76,4.3,No,No,58,66,7,2,0,8834
7.7,1,1,3,71,3.6,Yes,No,62,84,20,2,0,6330
8.3,2,2,2,90,4.8,Yes,Yes,71,83,12,3,1,5122
7.5,1,2,0,65,4.1,No,Yes,55,69,17,2,0,8371
8.2,1,3,2,90,4.8,Yes,Yes,72,85,18,4,1,1119
8.2,0,3,0,76,4.7,Yes,Yes,77,66,3,1,0,555
8.4,2,3,1,90,4.8,Yes,Yes,76,87,6,3,1,9447
8.3,2,3,2,89,4.7,Yes,Yes,80,88,9,3,1,512
8.5,2,2,2,90,4.8,Yes,Yes,78,77,22,3,1,7291
8.7,1,3,2,89,4.7,Yes,Yes,79,81,21,4,1,4534
6.5,1,2,0,66,4.0,No,No,57,71,18,2,0,968
7.6,1,3,0,82,4.8,Yes,Yes,69,84,18,4,1,2289
8.3,2,3,2,90,4.8,Yes,Yes,78,85,20,3,1,8422
7.4,1,1,1,70,3.2,No,Yes,58,67,7,2,0,2021
8.0,2,2,0,84,4.7,Yes,Yes,64,88,12,2,1,7051
6.7,1,2,1,64,3.1,No,Yes,55,68,27,2,0,6616
7.4,1,2,1,67,3.6,No,Yes,58,67,7,2,0,6587
6.5,0,2,2,66,4.0,Yes,Yes,61,65,19,1,0,6182
7.7,1,1,0,80,4.2,Yes,Yes,79,84,23,4,1,4394
6.5,1,2,0,70,3.9,No,Yes,63,63,21,2,0,4430
8.2,1,3,0,90,4.7,Yes,Yes,68,60,21,4,1,6928
6.5,1,1,1,84,4.0,Yes,Yes,68,81,16,4,1,9113
7.6,1,2,1,80,3.9,No,Yes,80,66,5,2,0,8653
7.7,1,2,0,82,4.1,No,Yes,57,68,24,2,0,6276
8.2,2,3,2,90,4.7,Yes,Yes,74,87,5,3,1,3468
7.4,1,3,0,77,4.8,No,Yes,56,68,30,2,0,7204
7.2,1,3,2,87,4.8,Yes,Yes,81,88,28,4,1,4693
8.3,2,3,2,89,4.4,Yes,Yes,66,84,13,3,1,1110
7.7,1,1,0,90,4.8,No,Yes,79,80,9,4,1,5964
8.2,2,3,2,90,4.8,Yes,Yes,83,87,12,3,1,5268
7.5,1,1,1,71,4.0,No,Yes,55,60,24,2,0,1039
8.1,2,3,2,90,4.8,Yes,Yes,84,88,23,3,1,1195
8.2,2,2,2,76,4.3,Yes,Yes,76,66,3,3,1,3061
8.5,1,3,2,90,4.7,Yes,Yes,80,80,15,4,1,3782
7.1,0,1,0,73,4.1,No,Yes,55,64,28,1,0,8465
7.4,2,1,2,70,4.3,No,Yes,76,67,13,2,0,4475
7.3,0,1,2,85,4.7,Yes,Yes,74,84,27,4,1,9155
7.6,1,2,0,80,3.7,No,Yes,69,63,7,2,0,2692
6.6,1,1,1,70,4.6,No,Yes,55,66,20,4,1,935
7.4,1,2,1,69,4.6,No,Yes,55,68,22,2,0,7301
8.1,1,1,0,60,3.7,Yes,No,77,66,25,2,0,2110
7.5,2,2,0,72,4.5,Yes,Yes,72,70,11,2,0,5404
7.3,1,2,0,80,4.1,No,Yes,55,69,8,2,0,6724
8.6,1,2,0,86,4.8,Yes,Yes,69,77,3,4,1,395
7.7,1,2,0,78,4.6,Yes,Yes,73,78,7,4,1,8694
7.0,0,1,3,86,4.2,No,Yes,62,81,23,1,0,7829
6.6,0,1,1,66,3.7,No,No,56,63,19,1,0,9351
6.5,1,1,0,73,3.6,No,No,61,72,21,2,0,6569
7.68,1,1,1,69,4.11,No,Yes,67,68,10,2,0,10142
8.2,1,1,2,86,3.4,No,Yes,80,71,16,2,0,4639
7.6,0,2,0,80,4.0,Yes,Yes,57,83,25,1,0,1298
7.4,0,1,0,61,3.7,No,Yes,57,63,30,1,0,5255
7.8,0,1,1,77,4.8,No,Yes,73,67,29,1,0,1163
6.5,1,2,0,79,4.5,No,Yes,55,67,15,2,0,4420
8.4,1,2,0,80,3.3,No,No,55,63,22,2,0,1672
6.8,1,1,0,73,3.1,No,Yes,72,66,11,2,0,9025
8.4,1,3,0,82,4.8,Yes,Yes,75,81,13,4,1,2923
7.5,1,2,0,73,4.7,Yes,Yes,55,70,19,4,1,1528
8.0,1,2,2,82,4.7,Yes,Yes,75,73,30,4,1,4515
8.2,1,2,2,77,4.4,Yes,Yes,75,81,6,4,1,3525
8.1,2,3,2,90,4.6,Yes,Yes,79,84,9,3,1,8002
7.7,1,1,0,67,4.4,No,Yes,81,73,27,2,0,3060
8.0,1,1,0,86,4.2,No,No,55,83,22,2,0,59
8.7,1,2,2,84,4.8,Yes,Yes,84,77,25,4,1,8690
7.0,0,3,2,90,4.1,Yes,Yes,73,68,24,1,0,5906
7.8,1,2,1,74,4.8,Yes,Yes,69,81,17,2,0,8860
8.0,2,2,2,77,4.8,Yes,No,76,80,3,2,0,4709
8.4,2,3,0,89,4.8,Yes,Yes,71,85,12,2,0,8187
7.6,0,1,0,80,3.9,No,No,60,71,16,1,0,6253
7.4,1,3,2,80,4.4,Yes,Yes,73,72,10,4,1,8384
8.0,1,2,1,73,4.4,Yes,Yes,84,75,27,4,1,3460
8.4,1,3,3,75,4.7,Yes,Yes,76,79,27,2,0,6651
7.5,1,2,3,73,3.5,No,Yes,55,66,10,2,0,7808
8.0,0,3,2,82,4.8,Yes,No,73,82,26,4,1,4658
8.4,2,3,2,90,4.8,Yes,Yes,77,77,15,2,0,2304
7.7,0,2,0,70,3.6,No,Yes,57,66,22,1,0,3291
7.6,1,3,1,68,4.6,Yes,Yes,72,83,16,4,1,677
8.5,2,3,2,85,4.7,Yes,Yes,78,68,28,3,1,7803
6.7,1,2,0,63,3.7,No,No,55,62,17,2,0,4292
7.7,1,1,0,78,4.4,No,Yes,82,81,6,2,0,5528
7.6,2,2,1,90,4.7,Yes,Yes,70,70,10,2,0,1938
7.6,0,2,1,85,4.3,Yes,Yes,74,81,4,4,1,9692
8.1,2,3,0,89,4.1,Yes,No,81,67,10,2,0,7526
7.8,1,2,0,76,4.0,Yes,Yes,63,88,28,2,0,7092
7.9,2,3,2,90,4.8,Yes,Yes,81,87,3,2,1,2710
7.4,0,2,2,80,4.8,No,Yes,61,88,12,4,1,8548
6.5,1,1,1,72,4.2,No,No,55,57,17,2,0,5981
8.3,1,2,1,77,4.2,No,Yes,67,84,9,2,0,6648
7.3,1,1,0,76,4.3,No,No,55,66,24,2,0,3699
7.7,1,3,0,85,4.8,Yes,No,68,87,6,4,1,5468
6.5,1,1,0,75,4.7,No,Yes,56,69,20,4,1,867
